Model,Train_RMSE,Val_RMSE,Train_MAE,Val_MAE,Train_R2,Val_R2,CV_RMSE_Mean,CV_RMSE_Std,Train_MAPE,Val_MAPE
Linear Regression,0.08785461867460458,3533292049.206363,0.06015309112994739,293874005.73909193,0.9493682057893933,-6.689934392062218e+19,1001430706323.3123,1844283621377.9983,6.110572616841856,inf
