Model,Best_Alpha,Train_RMSE,Val_RMSE,Train_MAE,Val_MAE,Train_R2,Val_R2,CV_RMSE_Mean,CV_RMSE_Std,Train_MAPE,Val_MAPE
Ridge Regression,500.0,0.10807431294145703,0.14824612301395967,0.07447061058372115,0.09514246611333599,0.9233805398045674,0.8822314100855589,0.1332581027209933,0.01820704299285679,7.61487926266988,10.068257277001882
