Model,Architecture,Activation,Alpha,Learning_Rate,Train_RMSE,Val_RMSE,Train_MAE,Val_MAE,Train_R2,Val_R2,CV_RMSE_Mean,CV_RMSE_Std,Train_MAPE,Val_MAPE,N_Iterations
Neural Network,"(128, 64)",relu,0.01,0.001,0.24859949409661375,0.8693587291361534,0.08474776447244678,0.6424438455261744,0.5945898642441098,-3.050054102599894,1.0700729668822813,0.13168165931545006,8.56411617709556,79.68051425318146,155
